,Name,City,Price,Star_Rating,Property_Demand,Property_id,Customers_Rating,Customers_Review,Type_of_room,reservations_Payment,Canelation,Max_persons,Bed_type,Tax,Review_title,Credit_card,Breakfst_included,Longitude_x,Latitude_y,Link
457,FLAMINGO Boutique Hotel By ALBALAD INN," Al Hamra, Jeddah",SAR 350,3,Only 4 like this left on our site,4209844,8.9, 156 reviews ,King Suite,No prepayment needed,FREE cancellation,Max persons: 3,"2 beds
(1 sofa bed, 1 large double)", +SAR 27 taxes and charges  , Fabulous ,Reservation possible without a credit card,null,39.1604995512123,21.5219873594548,https://www.booking.com/hotel/sa/flamingo.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=420984401_133573166_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=458&highlighted_blocks=420984401_133573166_0_0_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=420984401_133573166_0_0_0__35000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
458,Lareen Suites," Al Rawda, Jeddah",SAR 350,3,Only 2 like this left on our site,3413614,8.4, 443 reviews ,Two-Bedroom Suite,No prepayment needed,FREE cancellation,Max persons: 4,"3 beds
(2 singles, 1 extra-large double)", +SAR 18 taxes and charges  , Very good ,Reservation possible without a credit card,null,39.166215,21.565412,https://www.booking.com/hotel/sa/lareen-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=341361401_237366346_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=459&highlighted_blocks=341361401_237366346_4_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=341361401_237366346_4_0_0__35000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
459,منتجع لاند مارك شرما, Al Khuraybah,SAR 350,3,null,5501770,6.8, 11 reviews ,Deluxe Double Room (2 Adults + 1 Child),null,null,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 35 taxes and charges  , Review score ,Reservation possible without a credit card,null,35.2338738643456,28.043746467172,https://www.booking.com/hotel/sa/mntj-ldyr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=550177001_200126328_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=460&highlighted_blocks=550177001_200126328_0_0_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=550177001_200126328_0_0_0__35000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
460,Al Olayan Al Khalil Makkah Hotel, Makkah,SAR 350,3,null,244312,5.9, 353 reviews ,Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", includes taxes and charges , Review score ,Reservation possible without a credit card,null,39.8221108317375,21.4140387721687,https://www.booking.com/hotel/sa/dar-al-manasek-makkah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=24431205_215969718_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=461&highlighted_blocks=24431205_215969718_0_42_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=24431205_215969718_0_42_0__35000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
461,Madinah Mövenpick Hotel," Central Madinah, Al Madinah",SAR 359,3,Only 7 rooms like this left on our site,238658,7.6," 2,757 reviews ",Deluxe Twin Room,null,null,Max persons: 2,"2 beds
(2 singles)", +SAR 27 taxes and charges  , Good ,null,null,39.6115386486053,24.4642356667009,https://www.booking.com/hotel/sa/madinah-movenpick.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=23865824_88786091_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=462&highlighted_blocks=23865824_88786091_2_0_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=23865824_88786091_2_0_0__35910&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
462,Ewaa Express Hotel - Gaber, Riyadh,SAR 375,3,null,5898043,9.1, 86 reviews ,Suite,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 28 taxes and charges  , Superb ,null,null,46.8201876415253,24.7918369812724,https://www.booking.com/hotel/sa/yw-ksbrys-lryd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=589804301_236146796_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=463&highlighted_blocks=589804301_236146796_2_0_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=589804301_236146796_2_0_0__37500&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
463,Spectrums Residence Managed by The Ascott Limited," Al Salamah, Jeddah",SAR 380,3,Only 2 like this left on our site,2418413,8.5, 616 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 29 taxes and charges  , Very good ,null,Breakfast included,39.1419777274132,21.6081645431491,https://www.booking.com/hotel/sa/spectrums-residence.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=241841304_240755874_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=464&highlighted_blocks=241841304_240755874_0_1_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=241841304_240755874_0_1_0__38000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
464,Snaf Inn ِAzizia Hotel, Makkah,SAR 380,3,null,2798884,7.7, 123 reviews ,Twin Room with Private Bathroom,null,null,Max persons: 2,"2 beds
(2 singles)", includes taxes and charges , Good ,Reservation possible without a credit card,Breakfast included,39.86614,21.41178,https://www.booking.com/hotel/sa/snaf-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=279888401_248108916_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=465&highlighted_blocks=279888401_248108916_0_1_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=279888401_248108916_0_1_0__38000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
465,Mira Waterfront Hotel Jeddah, Jeddah,SAR 399,3,null,1589635,7," 2,903 reviews ",Superior Twin Room with City View,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 30 taxes and charges  , Good ,Reservation possible without a credit card,null,39.1637974817841,21.5091501592725,https://www.booking.com/hotel/sa/ramada-jeddah-corniche.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=158963522_89746753_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=466&highlighted_blocks=158963522_89746753_0_2_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=158963522_89746753_0_2_0__39900&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
466,Diwan Residence Hotel- Alsalamah," Al Salamah, Jeddah",SAR 400,3,Only 1 room left like this on our site,3370462,8.9, 986 reviews ,Deluxe Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"3 beds
(2 doubles, 1 sofa bed)", +SAR 30 taxes and charges  , Fabulous ,null,Breakfast included,39.1561897850418,21.595148780346,https://www.booking.com/hotel/sa/dywn-lljnh-lfndqy-jd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=337046206_197145959_2_9_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=467&highlighted_blocks=337046206_197145959_2_9_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=337046206_197145959_2_9_0__40000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
467,Light Moon, Taif,SAR 400,0,null,2427616,7.7, 49 reviews ,Deluxe Villa,No prepayment needed,FREE cancellation,Max persons: 5,"4 beds
(1 extra-large double, 3 sofa beds)", +SAR 0 taxes and charges  , Good ,Reservation possible without a credit card,null,40.5165266990662,21.4043389855037,https://www.booking.com/hotel/sa/light-moon-taif.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=242761601_101996154_5_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=468&highlighted_blocks=242761601_101996154_5_0_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=242761601_101996154_5_0_0__40000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
468,Tulip Inn Al Dar Rawafed," Central Madinah, Al Madinah",SAR 446,3,null,4727179,8.2," 1,141 reviews ",Deluxe King Room,null,null,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 34 taxes and charges  , Very good ,null,null,39.6044710234177,24.4688719166701,https://www.booking.com/hotel/sa/tulip-inn-al-dar-madinah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=472717903_147323835_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=469&highlighted_blocks=472717903_147323835_2_2_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=472717903_147323835_2_2_0__44550&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
469,المواسم الأربعة, Tabuk,SAR 450,3,Only 1 left like this on our site,6097103,9.4, 14 reviews ,Deluxe King Suite,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 0 taxes and charges  , Superb ,Reservation possible without a credit card,null,36.5791663443928,28.4205825631453,https://www.booking.com/hotel/sa/4seasons.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=609710303_238746742_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=470&highlighted_blocks=609710303_238746742_2_0_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=609710303_238746742_2_0_0__45000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
470,Nawazi Ajyad Hotel," Ajyad, Makkah",SAR 450,3,null,375171,6.4," 3,461 reviews ",Double Room,null,null,Max persons: 2,"2 beds
(2 singles)", +SAR 34 taxes and charges  , Review score ,null,null,39.828954488039,21.4198405443354,https://www.booking.com/hotel/sa/nawazi-ajyad.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=37517101_88785536_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=471&highlighted_blocks=37517101_88785536_0_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=37517101_88785536_0_0_0__45000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
471,Lamar Al Bait Hotel," Ajyad, Makkah",SAR 450,3,null,4291097,8, 338 reviews ,Deluxe Double Room,null,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 34 taxes and charges  , Very good ,null,null,39.8321432275391,21.4010438890868,https://www.booking.com/hotel/sa/lamar-al-bait.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=429109701_241607009_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=472&highlighted_blocks=429109701_241607009_0_0_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=429109701_241607009_0_0_0__45000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
472,شاليهات Costa De Sol, Buraydah,SAR 460,0,null,3940646,7.4, 25 reviews ,Apartment,null,null,Max persons: 4,"12 beds
(2 singles, 1 extra-large double, 9 sofa beds)", includes taxes and charges , Good ,Reservation possible without a credit card,null,44.0591890513697,26.3738711398955,https://www.booking.com/hotel/sa/shlyht-costa-de-sol.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=394064601_191180318_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=473&highlighted_blocks=394064601_191180318_4_0_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=394064601_191180318_4_0_0__46000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
473,Myrtle ميرتل, Riyadh,SAR 470,3,Only 2 like this left on our site,5848630,7.8, 115 reviews ,Deluxe Studio,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 24 taxes and charges  , Good ,Reservation possible without a credit card,null,46.735683,24.784909,https://www.booking.com/hotel/sa/myrtle.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=584863001_231764858_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=474&highlighted_blocks=584863001_231764858_2_2_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=584863001_231764858_2_2_0__47000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
474,Swiss Blue, Jazan,SAR 500,3,Only 5 like this left on our site,3708806,8.8, 688 reviews ,One-Bedroom Suite,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(1 extra-large double, 1 sofa bed)", includes taxes and charges , Fabulous ,Reservation possible without a credit card,Breakfast included,42.5760628462524,16.8804936559658,https://www.booking.com/hotel/sa/swiss-blue-jazan.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=370880603_119780619_2_41_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=475&highlighted_blocks=370880603_119780619_2_41_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=370880603_119780619_2_41_0__50000&srepoch=1587183007&srpvid=d7691d4fd2750054&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
475,أجنحة ساوث الفندقية, Khamis Mushayt,SAR 500,3,Only 6 rooms like this left on our site,5000708,9.3, 156 reviews ,Standard King Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 0 taxes and charges  , Superb ,Reservation possible without a credit card,null,42.7284479385453,18.2843044524197,https://www.booking.com/hotel/sa/jnh-swth-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=500070804_182187069_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=476&highlighted_blocks=500070804_182187069_2_2_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=500070804_182187069_2_2_0__49999&srepoch=1587183019&srpvid=b42f1d55ae5900c3&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
476,Konoz Al Yam Hotel Jeddah," Al Shatiea, Jeddah",SAR 515,3,Only 1 left like this on our site,1058059,8, 93 reviews ,Twin Junior Suite,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 39 taxes and charges  , Very good ,Reservation possible without a credit card,null,39.1193117201328,21.5581648382096,https://www.booking.com/hotel/sa/venecia-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=105805912_203284184_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=477&highlighted_blocks=105805912_203284184_0_1_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=105805912_203284184_0_1_0__51500&srepoch=1587183019&srpvid=b42f1d55ae5900c3&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
477,180 Executive Suites AlNarjes, Riyadh,SAR 590,3,Only 4 rooms like this left on our site,5714353,8.7, 5 reviews ,Standard Double Room,No prepayment needed,FREE cancellation,Max persons: 2,"3 beds
(2 singles, 1 large double)", includes taxes and charges , Fabulous ,null,null,46.679848,24.84531,https://www.booking.com/hotel/sa/180-executive-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=571435302_218970990_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=478&highlighted_blocks=571435302_218970990_2_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=571435302_218970990_2_0_0__59000&srepoch=1587183019&srpvid=b42f1d55ae5900c3&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
478,Al Wadi Touristic Resort, Al Shafa,SAR 599,0,null,1361085,7.2, 352 reviews ,Three-Bedroom Villa,No prepayment needed,FREE cancellation,Max persons: 6,"5 beds
(4 singles, 1 large double)", includes taxes and charges , Good ,Reservation possible without a credit card,null,40.3630139,21.0536616,https://www.booking.com/hotel/sa/al-wadi-touristic-resort-taif-saudi-arabia.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=136108501_195564681_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=479&highlighted_blocks=136108501_195564681_0_0_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=136108501_195564681_0_0_0__59900&srepoch=1587183019&srpvid=b42f1d55ae5900c3&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
479,Wardedt Al-Shifa Resort, Taif,SAR 600,0,Only 2 like this left on our site,3330145,8.1, 38 reviews ,Villa with Private Pool,null,FREE cancellation,Max persons: 9,"7 beds
(4 singles, 1 extra-large double, 2 sofa beds)", includes taxes and charges , Very good ,Reservation possible without a credit card,null,40.3186200270843,21.0916623526121,https://www.booking.com/hotel/sa/mntj-wrdh-lshf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=333014501_119986980_9_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=480&highlighted_blocks=333014501_119986980_9_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=333014501_119986980_9_0_0__60000&srepoch=1587183019&srpvid=b42f1d55ae5900c3&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
